0,0,4.934802200544679,-0,0,0,0,0,0,0,0,0,0,0,0,0
0.0033333333333333335,0.016449265507249618,4.9347345554971156,-0.040586935811259557,2.5997591070103045e-10,-2.6581987319866162e-07,5.7333488548686431e-10,-2.9042800137565588e-11,2.6454363572136816e-07,1.5352467110566919e-10,-3.8824669564064538e-10,1.2864941639820445e-10,-4.3605559842264038e-11,4.2219245676683873e-08,9.7341491797071487e-10,-5.4510997152657243e-10
0.0066666666666666671,0.032898080049576069,4.9345316222089508,-0.081172758911171497,4.3190472724718056e-10,-1.0681227930243206e-06,1.960654888095127e-09,-1.9382475517185465e-11,1.0632708510781781e-06,6.0923208636115905e-10,-1.1139354211315149e-09,9.5388211133209218e-10,-7.8534301312271041e-11,1.6428979778624846e-07,3.068921691735396e-09,-2.6898303933535423e-09
0.01,0.049345992674419609,4.9341934062437023,-0.12175635661889375,-5.9951128096256397e-10,-2.6780318025033633e-06,4.1959360057164097e-09,5.2711032944578793e-10,2.6683345624979175e-06,1.0650437863533052e-09,-2.0327748205259444e-09,2.8441143327949912e-09,-1.4125226739439996e-12,4.0039799807814763e-07,5.6815390219795731e-09,-7.9087914324174146e-09
0.013333333333333334,0.065792552453947037,4.9337199168737307,-0.16233661631459453,-4.0783294758802638e-09,-5.3595273929154439e-06,7.4583095238205789e-09,2.236069637430948e-09,5.3477825960696641e-06,5.6422010616509392e-10,-3.0502009806661665e-09,5.5777800321496266e-09,2.403389758703688e-10,7.8225660241833891e-07,7.5822906538473366e-09,-1.7911392094470465e-08
0.016666666666666666,0.082237308497414049,4.9331111670799874,-0.20291242546995525,-1.0830768141567072e-08,-9.3623032860553947e-06,1.2310456878031571e-08,5.5443642673401559e-09,9.3586885601006816e-06,-2.5091755907099065e-09,-4.1488287361899315e-09,8.4746100973909081e-09,6.4723122754770215e-10,1.3398752465439896e-06,7.0176256312955101e-09,-3.4528171502795152e-08
0.02,0.098679809963526738,4.932367173551655,-0.24348267167867124,-2.1097331709263558e-08,-1.4916516535610367e-05,1.9723880478861815e-08,1.0627967383516028e-08,1.4941763802673464e-05,-1.0338267041496401e-08,-5.3963788169243494e-09,1.0656798124959455e-08,1.2288531523030453e-09,2.1020233564042824e-06,1.889677641062764e-09,-5.967936862973432e-08
0.023333333333333334,0.11511960607280154,4.9314879566856922,-0.28404624268694878,-3.4659023333667709e-08,-2.2229814799370742e-05,3.0946064838947216e-08,1.750679071997088e-08,2.2318016617586093e-05,-2.5556661808761768e-08,-6.9182277085424316e-09,1.1174455073963416e-08,2.0425983339299423e-09,3.0962347376673639e-06,-9.982324203649733e-09,-9.5358599303997347e-08
0.026666666666666668,0.13155624611992359,4.9304735405862736,-0.32460202642399816,-5.109634695971077e-08,-3.1486263484196731e-05,4.7325537496905206e-08,2.6196319313461811e-08,3.1687171296531603e-05,-5.1149788764123983e-08,-8.8305934276439799e-09,9.0191791800867488e-09,3.1816037197657171e-09,4.3484100137749762e-06,-3.0577856711516012e-08,-1.4359232604147192e-07
0.030000000000000002,0.1479892794861031,4.9293239530641291,-0.36514891103252151,-7.0039960790369299e-08,-4.284641124988813e-05,7.0190715625754055e-08,3.6813350133565237e-08,4.3227138282731638e-05,-9.0389506512935795e-08,-1.1166895883321205e-08,3.148884211709542e-09,4.7347170264340212e-09,5.8822168354461631e-06,-6.1420206581320058e-08,-2.0637699891058741e-07
0.033333333333333333,0.1644182556514292,4.9280392256357803,-0.40568578489919521,-9.1322394828225006e-08,-5.6447714104555284e-05,1.0082213214929987e-07,4.9597734383631399e-08,5.7093798079572674e-05,-1.4679544156195196e-07,-1.3835036215901132e-08,-7.4176967076033407e-09,6.7508664130932227e-09,7.7184962127229021e-06,-1.0337195754618196e-07,-2.8561328454114979e-07
0.036666666666666667,0.18084272420722136,4.926619393522679,-0.44621153668514518,-1.1500405951058163e-07,-7.2404769866212724e-05,1.4050360747212897e-07,6.4858316156209981e-08,7.3420591706066819e-05,-2.2410554491086585e-07,-1.6622121280563905e-08,-2.3466614052399851e-08,9.2240752533336921e-09,9.8748117088544034e-06,-1.5647821320852565e-07,-3.8305568029160972e-07
